,text,category,median
2046,"No soy vago ni flojo, estoy en modo ""ahorro de energía"". adverb verb adjective conjunction adjective punctuation verb adposition noun punctuation noun adposition noun punctuation punctuation",1,4
2047,Ojala y estudiar es tan fácil como aprenderse una canción. verb conjunction verb verb adverb adjective conjunction verb pronoun determiner noun punctuation,1,1
2048,Preguntar al profesor durante un examen hasta que se le escape una respuesta. verb adposition determiner noun adposition determiner noun adposition conjunction pronoun pronoun verb determiner noun punctuation,0,0
2049,Sufrir por ti?... JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA ni que fueses el internet cuando se va. verb adposition pronoun punctuation punctuation noun conjunction verb determiner noun pronoun pronoun verb punctuation,1,1
2050,"-Maaaa, ¿Dónde esta mi remera? –En tu ropero –Ya me fije y no esta, veni y fíjate - ¿Y esto que es? –Te juro que no estaba ahí punctuation noun punctuation punctuation pronoun determiner determiner noun punctuation punctuation noun determiner noun punctuation noun pronoun verb conjunction adverb determiner punctuation adverb conjunction verb pronoun punctuation punctuation conjunction pronoun pronoun verb punctuation punctuation noun verb conjunction adverb verb adverb",0,0
2051,"—Papá, ¿en la casa hay fantasmas?
—No hijo
—La sirvienta dice que sí.
—Pues vamonos de la casa
—¿Por qué papá?
—Porque no tenemos sirvienta. punctuation noun punctuation punctuation adposition determiner noun verb noun punctuation punctuation noun noun punctuation noun noun verb conjunction adverb punctuation punctuation noun verb pronoun adposition determiner noun punctuation punctuation adposition determiner noun punctuation punctuation noun adverb verb noun punctuation",1,1
2052,"El casado llega a casa, se va a la cama dice ""siempre lo mismo"" y abre el Frigorífico... determiner verb verb adposition noun punctuation pronoun verb adposition determiner noun verb punctuation adverb pronoun adjective punctuation conjunction verb determiner noun punctuation",0,0
2053,"Si no entiendes el sarcasmos, fallaste como twittero conjunction adverb verb determiner noun punctuation verb conjunction noun",0,0
2054,"-Mamá, ¿estás orgullosa de mi? - Ya te he dicho que en la calle no me llames mamá... punctuation noun punctuation punctuation verb adjective adposition determiner punctuation punctuation adverb pronoun verb verb conjunction adposition determiner noun adverb pronoun verb noun punctuation",1,4
2055,"-Hija, ¿ves ese Samsung Galaxy S4 negro? -Sí, ¡está muy bueno mamá! -Bueno, te voy a comprar un Nokia con lamparita del mismo color - :( punctuation noun punctuation punctuation verb determiner noun number noun punctuation punctuation adverb punctuation punctuation verb adverb adjective noun punctuation punctuation interjection punctuation pronoun verb adposition verb determiner noun adposition noun adposition determiner adjective noun punctuation punctuation punctuation",1,2
2056,"-Padre, soy lesbiana, y también mi máma, hermanas y tías! -¿Y en tu familia a alguien le gustan los hombres? -Sí, a mi papá  punctuation noun punctuation verb adjective punctuation conjunction adverb determiner noun punctuation noun conjunction noun punctuation punctuation punctuation conjunction adposition determiner noun adposition pronoun pronoun verb determiner noun punctuation punctuation adverb punctuation adposition determiner noun",1,3
2057, Para Justin Bieber. adposition noun punctuation,0,0
2058,"-Señorita, ¿me vende un condón? -Señor, cuide su lengua! -Tiene razón, deme dos...  punctuation noun punctuation punctuation pronoun verb determiner noun punctuation punctuation interjection punctuation verb determiner noun punctuation punctuation verb noun punctuation verb pronoun number punctuation",1,4
2059,"Pareja perfecta es la que vuelve a intentarlo, y lucha por estar juntos pase lo que pase. noun adjective verb determiner pronoun verb adposition verb pronoun punctuation conjunction noun adposition verb adjective verb determiner pronoun verb punctuation",0,0
2060,"@elnettoh Oye, Que se a vuelto loca!!!!!! punctuation interjection noun punctuation noun pronoun adposition verb noun punctuation punctuation punctuation punctuation punctuation punctuation",0,0
2061,Típico: Levantarse de la cama e irse directamente al sofá. noun punctuation verb pronoun adposition determiner noun conjunction verb pronoun adverb adposition determiner noun punctuation,0,0
2062,Típico: CONTRASEÑA INCORRECTA! MIERDA!! me hackearon! noun punctuation noun punctuation noun punctuation punctuation pronoun verb punctuation,1,1
2063,"RT si eres ese 99,99999% de estudiantes que odian los Lunes y aman los Viernes."" noun conjunction verb determiner number adposition noun pronoun verb determiner date conjunction verb determiner date punctuation punctuation",0,0
2064,RT si conoces a una persona que come mucho y no engorda noun conjunction verb adposition determiner noun pronoun verb adverb conjunction adverb verb,0,0
2065,"Típico, tienes dos problemas con tu ropa: nunca tienes que ponerte y nunca tienes suficiente espacio para guardarla. noun punctuation verb number noun adposition determiner noun punctuation adverb verb conjunction verb pronoun conjunction adverb verb adjective noun adposition verb pronoun punctuation",1,3
2066,-Mi billetera es como una cebolla - ¿Por qué? -Porque cuando la abro me hace llorar punctuation determiner noun verb conjunction determiner noun punctuation punctuation adposition pronoun punctuation punctuation conjunction conjunction determiner noun pronoun verb verb,1,3
2067,- ¿Tan bonita y sin novio? - ¿Tan feo y buscando quien lo quiera? punctuation punctuation adverb adjective conjunction adposition noun punctuation punctuation punctuation adverb adjective conjunction verb pronoun pronoun verb punctuation,1,1
2068,"Todos los hombres tienen una mujer en el pensamiento... los casados, además de esa, tienen otra en casa!  determiner determiner noun verb determiner noun adposition determiner noun punctuation determiner noun punctuation adposition pronoun punctuation verb pronoun adposition noun punctuation",1,3
2069,"—Hola, ¿salimos? —No puedo —¿Qué tenes? —Buen gusto. punctuation noun punctuation punctuation verb punctuation punctuation noun verb punctuation punctuation determiner noun punctuation punctuation noun noun punctuation",1,4
2070,RT @ceramicascaribe: ¡Dale emoción a tu día a día! Decora tu casa con algunos accesorios llamativos y poco comunes que sean divertidos a la… noun punctuation verb punctuation punctuation verb pronoun noun adposition determiner noun adposition noun punctuation verb determiner noun adposition determiner noun adjective conjunction adverb adjective conjunction verb verb adposition determiner punctuation,0,0
2071,"—Mamá, mi novia me mandó a la mierda. :( —Ponte suéter o no vas. punctuation noun punctuation determiner noun pronoun verb adposition determiner noun punctuation punctuation punctuation punctuation noun noun conjunction adverb verb punctuation",1,2
2072,Anuncio en el periódico: “Hombre invisible busca mujer transparente para hacer cosas nunca antes vistas. noun adposition determiner noun punctuation punctuation noun adjective verb noun adjective adposition verb noun adverb adverb verb punctuation,1,1
2073,Hace calor: - ¡ASCO DE CALOR! Hace frío: -¡QUE VENGA EL CALOR! Llueve: - ¡QUE DEJE DE LLOVER! No llueve - ¡A VER SI LLUEVE! Así somos. verb noun punctuation punctuation punctuation noun punctuation verb noun punctuation punctuation punctuation noun punctuation verb punctuation punctuation punctuation noun punctuation adverb verb punctuation punctuation adposition noun punctuation adverb verb punctuation,1,1
2074,"Nunca falta el amigo que dice ""bueno, los dejo solos"" adverb verb determiner noun pronoun verb punctuation adjective punctuation determiner noun adjective punctuation",0,0
2075,"Estudiar, no entender nada, resignarse, ir a la cocina y comer verb punctuation adverb verb pronoun punctuation verb pronoun punctuation verb adposition determiner noun conjunction verb",0,0
2076,Las mejores sonrisas son las que nadie entiende. determiner adjective noun verb determiner pronoun pronoun verb punctuation,0,0
2077, su saldo no es suficiente para realizar esta llamada... determiner noun adverb verb adjective adposition verb determiner noun punctuation,0,0
2078,"El ""NO"" de las mujeres proviene del latín ""ruégame un poquito más"". determiner punctuation adverb punctuation adposition determiner noun verb adposition determiner noun punctuation verb pronoun determiner pronoun adverb punctuation punctuation",0,0
2079,"— Hola, ¿Cómo te llamas? — Nestor. — Ay, igual que el programa. — ¿Cuál programa? — Colombia's Nestor model. punctuation noun punctuation punctuation pronoun pronoun noun punctuation punctuation noun punctuation punctuation noun punctuation adverb conjunction determiner noun punctuation punctuation punctuation determiner noun punctuation punctuation noun noun punctuation",1,4
2080,"Voy a estudiar, Oh una mosca.
Voy a estudiar, Tengo un WhatsApp.
Voy a estudiar, Primero me baño.
Voy a estudiar, pff ya es tarde, mañana verb adposition verb punctuation noun determiner noun punctuation verb adposition verb punctuation noun punctuation verb adposition verb punctuation noun pronoun noun punctuation verb adposition verb punctuation noun adverb verb adverb punctuation adverb",1,3
2081,"@SrWonka_ ¿Así es tu cara? ¿O te bautizaron con agua hirviendo?"" punctuation noun punctuation punctuation adverb verb determiner noun punctuation punctuation conjunction pronoun verb adposition noun verb punctuation punctuation",1,3
2082," Besar disminuye el estrés, baja la presión arterial y mejora el semblante de las personas. verb verb determiner noun punctuation verb determiner noun adjective conjunction noun determiner noun adposition determiner noun punctuation",0,0
2083,"-Capitán, ¿puedo desembarcar por la izquierda? -Se dice ""por babor"" -Por babor, Capitán, ¿puedo desembarcar por la izquierda? punctuation noun punctuation punctuation verb verb adposition determiner noun punctuation punctuation pronoun verb punctuation adposition noun punctuation punctuation adposition noun punctuation noun punctuation punctuation verb verb adposition determiner noun punctuation",1,3
2084,"TIPICO: Levantarse las 12, y tener el descaro de dormir la siesta. noun punctuation verb pronoun determiner number punctuation conjunction verb determiner noun adposition verb determiner noun punctuation",1,1
